Cidade,Estado,Sigla
São João do Oeste,Santa Catarina,SC
São João do Sul,Santa Catarina,SC
São Joaquim,Santa Catarina,SC
São José,Santa Catarina,SC
São José do Cedro,Santa Catarina,SC
São José do Cerrito,Santa Catarina,SC
São Lourenço do Oeste,Santa Catarina,SC
São Ludgero,Santa Catarina,SC
São Martinho,Santa Catarina,SC
São Miguel da Boa Vista,Santa Catarina,SC
São Miguel do Oeste,Santa Catarina,SC
São Pedro de Alcântara,Santa Catarina,SC
Saudades,Santa Catarina,SC
Schroeder,Santa Catarina,SC
Seara,Santa Catarina,SC
Serra Alta,Santa Catarina,SC
Siderópolis,Santa Catarina,SC
Sombrio,Santa Catarina,SC
Sul Brasil,Santa Catarina,SC
Taió,Santa Catarina,SC
Tangará,Santa Catarina,SC
Tigrinhos,Santa Catarina,SC
Tijucas,Santa Catarina,SC
Timbé do Sul,Santa Catarina,SC
Timbó,Santa Catarina,SC
Timbó Grande,Santa Catarina,SC
Três Barras,Santa Catarina,SC
Treviso,Santa Catarina,SC
Treze de Maio,Santa Catarina,SC
Treze Tílias,Santa Catarina,SC
Trombudo Central,Santa Catarina,SC
Tubarão,Santa Catarina,SC
Tunápolis,Santa Catarina,SC
Turvo,Santa Catarina,SC
União do Oeste,Santa Catarina,SC
Urubici,Santa Catarina,SC
Urupema,Santa Catarina,SC
Urussanga,Santa Catarina,SC
Vargeão,Santa Catarina,SC
Vargem,Santa Catarina,SC
Vargem Bonita,Santa Catarina,SC
Vidal Ramos,Santa Catarina,SC
Videira,Santa Catarina,SC
Vitor Meireles,Santa Catarina,SC
Witmarsum,Santa Catarina,SC
Xanxerê,Santa Catarina,SC
Xavantina,Santa Catarina,SC
Xaxim,Santa Catarina,SC
Zortéa,Santa Catarina,SC
