Cidade,Estado,Sigla
Itamari,Bahia,BA
Itambé,Bahia,BA
Itanagra,Bahia,BA
Itanhém,Bahia,BA
Itaparica,Bahia,BA
Itapé,Bahia,BA
Itapebi,Bahia,BA
Itapetinga,Bahia,BA
Itapicuru,Bahia,BA
Itapitanga,Bahia,BA
Itaquara,Bahia,BA
Itarantim,Bahia,BA
Itatim,Bahia,BA
Itiruçu,Bahia,BA
Itiúba,Bahia,BA
Itororó,Bahia,BA
Ituaçu,Bahia,BA
Ituberá,Bahia,BA
Iuiú,Bahia,BA
Jaborandi,Bahia,BA
Jacaraci,Bahia,BA
Jacobina,Bahia,BA
Jaguaquara,Bahia,BA
Jaguarari,Bahia,BA
Jaguaripe,Bahia,BA
Jandaíra,Bahia,BA
Jequié,Bahia,BA
Jeremoabo,Bahia,BA
Jiquiriçá,Bahia,BA
Jitaúna,Bahia,BA
João Dourado,Bahia,BA
Juazeiro,Bahia,BA
Jucuruçu,Bahia,BA
Jussara,Bahia,BA
Jussari,Bahia,BA
Jussiape,Bahia,BA
Lafaiete Coutinho,Bahia,BA
Lagoa Real,Bahia,BA
Laje,Bahia,BA
Lajedão,Bahia,BA
Lajedinho,Bahia,BA
Lajedo do Tabocal,Bahia,BA
Lamarão,Bahia,BA
Lapão,Bahia,BA
Lauro de Freitas,Bahia,BA
Lençóis,Bahia,BA
Licínio de Almeida,Bahia,BA
Livramento de Nossa Senhora,Bahia,BA
Luís Eduardo Magalhães,Bahia,BA
Macajuba,Bahia,BA
Macarani,Bahia,BA
Macaúbas,Bahia,BA
Macururé,Bahia,BA
Madre de Deus,Bahia,BA
Maetinga,Bahia,BA
Maiquinique,Bahia,BA
Mairi,Bahia,BA
Malhada,Bahia,BA
Malhada de Pedras,Bahia,BA
Manoel Vitorino,Bahia,BA
Mansidão,Bahia,BA
Maracás,Bahia,BA
Maragogipe,Bahia,BA
Maraú,Bahia,BA
Marcionílio Souza,Bahia,BA
Mascote,Bahia,BA
Mata de São João,Bahia,BA
Matina,Bahia,BA
Medeiros Neto,Bahia,BA
Miguel Calmon,Bahia,BA
Milagres,Bahia,BA
Mirangaba,Bahia,BA
Mirante,Bahia,BA
Monte Santo,Bahia,BA
Morpará,Bahia,BA
Morro do Chapéu,Bahia,BA
Mortugaba,Bahia,BA
Mucugê,Bahia,BA
Mucuri,Bahia,BA
Mulungu do Morro,Bahia,BA
Mundo Novo,Bahia,BA
Muniz Ferreira,Bahia,BA
Muquém de São Francisco,Bahia,BA
Muritiba,Bahia,BA
Mutuípe,Bahia,BA
Nazaré,Bahia,BA
Nilo Peçanha,Bahia,BA
Nordestina,Bahia,BA
Nova Canaã,Bahia,BA
Nova Fátima,Bahia,BA
Nova Ibiá,Bahia,BA
Nova Itarana,Bahia,BA
Nova Redenção,Bahia,BA
Nova Soure,Bahia,BA
Nova Viçosa,Bahia,BA
Novo Horizonte,Bahia,BA
Novo Triunfo,Bahia,BA
Olindina,Bahia,BA
Oliveira dos Brejinhos,Bahia,BA
Ouriçangas,Bahia,BA
Ourolândia,Bahia,BA
Palmas de Monte Alto,Bahia,BA
Palmeiras,Bahia,BA
Paramirim,Bahia,BA
Paratinga,Bahia,BA
Paripiranga,Bahia,BA
Pau Brasil,Bahia,BA
Paulo Afonso,Bahia,BA
Pé de Serra,Bahia,BA
Pedrão,Bahia,BA
Pedro Alexandre,Bahia,BA
Piatã,Bahia,BA
Pilão Arcado,Bahia,BA
Pindaí,Bahia,BA
Pindobaçu,Bahia,BA
Pintadas,Bahia,BA
Piraí do Norte,Bahia,BA
Piripá,Bahia,BA
Piritiba,Bahia,BA
Planaltino,Bahia,BA
Planalto,Bahia,BA
Poções,Bahia,BA
Pojuca,Bahia,BA
Ponto Novo,Bahia,BA
Porto Seguro,Bahia,BA
Potiraguá,Bahia,BA
Prado,Bahia,BA
Presidente Dutra,Bahia,BA
Presidente Jânio Quadros,Bahia,BA
Presidente Tancredo Neves,Bahia,BA
Queimadas,Bahia,BA
Quijingue,Bahia,BA
Quixabeira,Bahia,BA
Rafael Jambeiro,Bahia,BA
Remanso,Bahia,BA
Retirolândia,Bahia,BA
Riachão das Neves,Bahia,BA
Riachão do Jacuípe,Bahia,BA
Riacho de Santana,Bahia,BA
Ribeira do Amparo,Bahia,BA
Ribeira do Pombal,Bahia,BA
Ribeirão do Largo,Bahia,BA
Rio de Contas,Bahia,BA
Rio do Antônio,Bahia,BA
Rio do Pires,Bahia,BA
Rio Real,Bahia,BA
Rodelas,Bahia,BA
Ruy Barbosa,Bahia,BA
Salinas da Margarida,Bahia,BA
Salvador,Bahia,BA
Santa Bárbara,Bahia,BA
Santa Brígida,Bahia,BA
Santa Cruz Cabrália,Bahia,BA
Santa Cruz da Vitória,Bahia,BA
Santa Inês,Bahia,BA
Santa Luzia,Bahia,BA
Santa Maria da Vitória,Bahia,BA
Santa Rita de Cássia,Bahia,BA
Santa Teresinha,Bahia,BA
Santaluz,Bahia,BA
Santana,Bahia,BA
Santanópolis,Bahia,BA
Santo Amaro,Bahia,BA
Santo Antônio de Jesus,Bahia,BA
Santo Estêvão,Bahia,BA
São Desidério,Bahia,BA
São Domingos,Bahia,BA
São Felipe,Bahia,BA
São Félix,Bahia,BA
São Félix do Coribe,Bahia,BA
São Francisco do Conde,Bahia,BA
São Gabriel,Bahia,BA
São Gonçalo dos Campos,Bahia,BA
São José da Vitória,Bahia,BA
São José do Jacuípe,Bahia,BA
São Miguel das Matas,Bahia,BA
São Sebastião do Passé,Bahia,BA
Sapeaçu,Bahia,BA
Sátiro Dias,Bahia,BA
Saubara,Bahia,BA
Saúde,Bahia,BA
Seabra,Bahia,BA
Sebastião Laranjeiras,Bahia,BA
Senhor do Bonfim,Bahia,BA
Sento Sé,Bahia,BA
Serra do Ramalho,Bahia,BA
Serra Dourada,Bahia,BA
Serra Preta,Bahia,BA
Serrinha,Bahia,BA
Serrolândia,Bahia,BA
Simões Filho,Bahia,BA
Sítio do Mato,Bahia,BA
Sítio do Quinto,Bahia,BA
Sobradinho,Bahia,BA
Souto Soares,Bahia,BA
Tabocas do Brejo Velho,Bahia,BA
Tanhaçu,Bahia,BA
Tanque Novo,Bahia,BA
Tanquinho,Bahia,BA
Taperoá,Bahia,BA
Tapiramutá,Bahia,BA
Teixeira de Freitas,Bahia,BA
Teodoro Sampaio,Bahia,BA
Teofilândia,Bahia,BA
Teolândia,Bahia,BA
Terra Nova,Bahia,BA
Tremedal,Bahia,BA
Tucano,Bahia,BA
Uauá,Bahia,BA
Ubaíra,Bahia,BA
Ubaitaba,Bahia,BA
Ubatã,Bahia,BA
Uibaí,Bahia,BA
Umburanas,Bahia,BA
Una,Bahia,BA
Urandi,Bahia,BA
Uruçuca,Bahia,BA
Utinga,Bahia,BA
Valença,Bahia,BA
Valente,Bahia,BA
Várzea da Roça,Bahia,BA
Várzea do Poço,Bahia,BA
Várzea Nova,Bahia,BA
Varzedo,Bahia,BA
Vera Cruz,Bahia,BA
Vereda,Bahia,BA
Vitória da Conquista,Bahia,BA
Wagner,Bahia,BA
Wanderley,Bahia,BA
Wenceslau Guimarães,Bahia,BA
Xique-Xique,Bahia,BA
