Cidade,Estado,Sigla
Juarez Távora,Paraíba,PB
Juazeirinho,Paraíba,PB
Junco do Seridó,Paraíba,PB
Juripiranga,Paraíba,PB
Juru,Paraíba,PB
Lagoa,Paraíba,PB
Lagoa de Dentro,Paraíba,PB
Lagoa Seca,Paraíba,PB
Lastro,Paraíba,PB
Livramento,Paraíba,PB
Logradouro,Paraíba,PB
Lucena,Paraíba,PB
Mãe d'Água,Paraíba,PB
Malta,Paraíba,PB
Mamanguape,Paraíba,PB
Manaíra,Paraíba,PB
Marcação,Paraíba,PB
Mari,Paraíba,PB
Marizópolis,Paraíba,PB
Massaranduba,Paraíba,PB
Mataraca,Paraíba,PB
Matinhas,Paraíba,PB
Mato Grosso,Paraíba,PB
Maturéia,Paraíba,PB
Mogeiro,Paraíba,PB
Montadas,Paraíba,PB
Monte Horebe,Paraíba,PB
Monteiro,Paraíba,PB
Mulungu,Paraíba,PB
Natuba,Paraíba,PB
Nazarezinho,Paraíba,PB
Nova Floresta,Paraíba,PB
Nova Olinda,Paraíba,PB
Nova Palmeira,Paraíba,PB
Olho d'Água,Paraíba,PB
Olivedos,Paraíba,PB
Ouro Velho,Paraíba,PB
Parari,Paraíba,PB
Passagem,Paraíba,PB
Patos,Paraíba,PB
Paulista,Paraíba,PB
Pedra Branca,Paraíba,PB
Pedra Lavrada,Paraíba,PB
Pedras de Fogo,Paraíba,PB
Pedro Régis,Paraíba,PB
Piancó,Paraíba,PB
Picuí,Paraíba,PB
Pilar,Paraíba,PB
Pilões,Paraíba,PB
Pilõezinhos,Paraíba,PB
Pirpirituba,Paraíba,PB
Pitimbu,Paraíba,PB
Pocinhos,Paraíba,PB
Poço Dantas,Paraíba,PB
Poço de José de Moura,Paraíba,PB
Pombal,Paraíba,PB
Prata,Paraíba,PB
Princesa Isabel,Paraíba,PB
Puxinanã,Paraíba,PB
Queimadas,Paraíba,PB
Quixabá,Paraíba,PB
Remígio,Paraíba,PB
Riachão,Paraíba,PB
Riachão do Bacamarte,Paraíba,PB
Riachão do Poço,Paraíba,PB
Riacho de Santo Antônio,Paraíba,PB
Riacho dos Cavalos,Paraíba,PB
Rio Tinto,Paraíba,PB
Salgadinho,Paraíba,PB
Salgado de São Félix,Paraíba,PB
Santa Cecília,Paraíba,PB
Santa Cruz,Paraíba,PB
Santa Helena,Paraíba,PB
Santa Inês,Paraíba,PB
Santa Luzia,Paraíba,PB
Santa Rita,Paraíba,PB
Santa Teresinha,Paraíba,PB
Santana de Mangueira,Paraíba,PB
Santana dos Garrotes,Paraíba,PB
Santo André,Paraíba,PB
São Bentinho,Paraíba,PB
São Bento,Paraíba,PB
São Domingos,Paraíba,PB
São Domingos do Cariri,Paraíba,PB
São Francisco,Paraíba,PB
São João do Cariri,Paraíba,PB
São João do Rio do Peixe,Paraíba,PB
São João do Tigre,Paraíba,PB
São José da Lagoa Tapada,Paraíba,PB
São José de Caiana,Paraíba,PB
São José de Espinharas,Paraíba,PB
São José de Piranhas,Paraíba,PB
São José de Princesa,Paraíba,PB
São José do Bonfim,Paraíba,PB
São José do Brejo do Cruz,Paraíba,PB
São José do Sabugi,Paraíba,PB
São José dos Cordeiros,Paraíba,PB
São José dos Ramos,Paraíba,PB
São Mamede,Paraíba,PB
São Miguel de Taipu,Paraíba,PB
São Sebastião de Lagoa de Roça,Paraíba,PB
São Sebastião do Umbuzeiro,Paraíba,PB
São Vicente do Seridó,Paraíba,PB
Sapé,Paraíba,PB
Serra Branca,Paraíba,PB
Serra da Raiz,Paraíba,PB
Serra Grande,Paraíba,PB
Serra Redonda,Paraíba,PB
Serraria,Paraíba,PB
Sertãozinho,Paraíba,PB
Sobrado,Paraíba,PB
Solânea,Paraíba,PB
Soledade,Paraíba,PB
Sossêgo,Paraíba,PB
Sousa,Paraíba,PB
Sumé,Paraíba,PB
Tacima,Paraíba,PB
Taperoá,Paraíba,PB
Tavares,Paraíba,PB
Teixeira,Paraíba,PB
Tenório,Paraíba,PB
Triunfo,Paraíba,PB
Uiraúna,Paraíba,PB
Umbuzeiro,Paraíba,PB
Várzea,Paraíba,PB
Vieirópolis,Paraíba,PB
Vista Serrana,Paraíba,PB
Zabelê,Paraíba,PB
