Cidade,Estado,Sigla
Capivari,São Paulo,SP
Caraguatatuba,São Paulo,SP
Carapicuíba,São Paulo,SP
Cardoso,São Paulo,SP
Casa Branca,São Paulo,SP
Cássia dos Coqueiros,São Paulo,SP
Castilho,São Paulo,SP
Catanduva,São Paulo,SP
Catiguá,São Paulo,SP
Cedral,São Paulo,SP
Cerqueira César,São Paulo,SP
Cerquilho,São Paulo,SP
Cesário Lange,São Paulo,SP
Charqueada,São Paulo,SP
Chavantes,São Paulo,SP
Clementina,São Paulo,SP
Colina,São Paulo,SP
Colômbia,São Paulo,SP
Conchal,São Paulo,SP
Conchas,São Paulo,SP
Cordeirópolis,São Paulo,SP
Coroados,São Paulo,SP
Coronel Macedo,São Paulo,SP
Corumbataí,São Paulo,SP
Cosmópolis,São Paulo,SP
Cosmorama,São Paulo,SP
Cotia,São Paulo,SP
Cravinhos,São Paulo,SP
Cristais Paulista,São Paulo,SP
Cruzália,São Paulo,SP
Cruzeiro,São Paulo,SP
Cubatão,São Paulo,SP
Cunha,São Paulo,SP
Descalvado,São Paulo,SP
Diadema,São Paulo,SP
Dirce Reis,São Paulo,SP
Divinolândia,São Paulo,SP
Dobrada,São Paulo,SP
Dois Córregos,São Paulo,SP
Dolcinópolis,São Paulo,SP
Dourado,São Paulo,SP
Dracena,São Paulo,SP
Duartina,São Paulo,SP
Dumont,São Paulo,SP
Echaporã,São Paulo,SP
Eldorado,São Paulo,SP
Elias Fausto,São Paulo,SP
Elisiário,São Paulo,SP
Embaúba,São Paulo,SP
Embu das Artes,São Paulo,SP
Embu-Guaçu,São Paulo,SP
Emilianópolis,São Paulo,SP
Engenheiro Coelho,São Paulo,SP
Espírito Santo do Pinhal,São Paulo,SP
Espírito Santo do Turvo,São Paulo,SP
Estiva Gerbi,São Paulo,SP
Estrela d'Oeste,São Paulo,SP
Estrela do Norte,São Paulo,SP
Euclides da Cunha Paulista,São Paulo,SP
Fartura,São Paulo,SP
Fernando Prestes,São Paulo,SP
Fernandópolis,São Paulo,SP
Fernão,São Paulo,SP
Ferraz de Vasconcelos,São Paulo,SP
Flora Rica,São Paulo,SP
Floreal,São Paulo,SP
Flórida Paulista,São Paulo,SP
Florínia,São Paulo,SP
Franca,São Paulo,SP
Francisco Morato,São Paulo,SP
Franco da Rocha,São Paulo,SP
Gabriel Monteiro,São Paulo,SP
Gália,São Paulo,SP
Garça,São Paulo,SP
Gastão Vidigal,São Paulo,SP
Gavião Peixoto,São Paulo,SP
General Salgado,São Paulo,SP
Getulina,São Paulo,SP
Glicério,São Paulo,SP
Guaiçara,São Paulo,SP
Guaimbê,São Paulo,SP
Guaíra,São Paulo,SP
Guapiaçu,São Paulo,SP
Guapiara,São Paulo,SP
Guará,São Paulo,SP
Guaraçaí,São Paulo,SP
Guaraci,São Paulo,SP
Guarani d'Oeste,São Paulo,SP
Guarantã,São Paulo,SP
Guararapes,São Paulo,SP
Guararema,São Paulo,SP
Guaratinguetá,São Paulo,SP
Guareí,São Paulo,SP
Guariba,São Paulo,SP
Guarujá,São Paulo,SP
Guarulhos,São Paulo,SP
Guatapará,São Paulo,SP
Guzolândia,São Paulo,SP
Herculândia,São Paulo,SP
Holambra,São Paulo,SP
Hortolândia,São Paulo,SP
Iacanga,São Paulo,SP
Iacri,São Paulo,SP
Iaras,São Paulo,SP
Ibaté,São Paulo,SP
Ibirá,São Paulo,SP
Ibirarema,São Paulo,SP
Ibitinga,São Paulo,SP
Ibiúna,São Paulo,SP
Icém,São Paulo,SP
Iepê,São Paulo,SP
Igaraçu do Tietê,São Paulo,SP
Igarapava,São Paulo,SP
Igaratá,São Paulo,SP
Iguape,São Paulo,SP
Ilha Comprida,São Paulo,SP
Ilha Solteira,São Paulo,SP
Ilhabela,São Paulo,SP
Indaiatuba,São Paulo,SP
Indiana,São Paulo,SP
Indiaporã,São Paulo,SP
Inúbia Paulista,São Paulo,SP
Ipaussu,São Paulo,SP
Iperó,São Paulo,SP
Ipeúna,São Paulo,SP
Ipiguá,São Paulo,SP
Iporanga,São Paulo,SP
Ipuã,São Paulo,SP
Iracemápolis,São Paulo,SP
Irapuã,São Paulo,SP
Irapuru,São Paulo,SP
Itaberá,São Paulo,SP
Itaí,São Paulo,SP
Itajobi,São Paulo,SP
Itaju,São Paulo,SP
Itanhaém,São Paulo,SP
Itaóca,São Paulo,SP
Itapecerica da Serra,São Paulo,SP
Itapetininga,São Paulo,SP
Itapeva,São Paulo,SP
Itapevi,São Paulo,SP
Itapira,São Paulo,SP
Itapirapuã Paulista,São Paulo,SP
Itápolis,São Paulo,SP
Itaporanga,São Paulo,SP
Itapuí,São Paulo,SP
Itapura,São Paulo,SP
Itaquaquecetuba,São Paulo,SP
Itararé,São Paulo,SP
Itariri,São Paulo,SP
Itatiba,São Paulo,SP
Itatinga,São Paulo,SP
Itirapina,São Paulo,SP
Itirapuã,São Paulo,SP
Itobi,São Paulo,SP
Itu,São Paulo,SP
Itupeva,São Paulo,SP
Ituverava,São Paulo,SP
Jaborandi,São Paulo,SP
Jaboticabal,São Paulo,SP
Jacareí,São Paulo,SP
Jaci,São Paulo,SP
Jacupiranga,São Paulo,SP
Jaguariúna,São Paulo,SP
Jales,São Paulo,SP
Jambeiro,São Paulo,SP
Jandira,São Paulo,SP
Jardinópolis,São Paulo,SP
Jarinu,São Paulo,SP
Jaú,São Paulo,SP
Jeriquara,São Paulo,SP
Joanópolis,São Paulo,SP
João Ramalho,São Paulo,SP
José Bonifácio,São Paulo,SP
Júlio Mesquita,São Paulo,SP
Jumirim,São Paulo,SP
Jundiaí,São Paulo,SP
Junqueirópolis,São Paulo,SP
Juquiá,São Paulo,SP
Juquitiba,São Paulo,SP
Lagoinha,São Paulo,SP
Laranjal Paulista,São Paulo,SP
Lavínia,São Paulo,SP
Lavrinhas,São Paulo,SP
Leme,São Paulo,SP
Lençóis Paulista,São Paulo,SP
Limeira,São Paulo,SP
Lindóia,São Paulo,SP
Lins,São Paulo,SP
Lorena,São Paulo,SP
Lourdes,São Paulo,SP
Louveira,São Paulo,SP
Lucélia,São Paulo,SP
Lucianópolis,São Paulo,SP
Luís Antônio,São Paulo,SP
Luiziânia,São Paulo,SP
Lupércio,São Paulo,SP
Lutécia,São Paulo,SP
Macatuba,São Paulo,SP
Macaubal,São Paulo,SP
Macedônia,São Paulo,SP
Magda,São Paulo,SP
Mairinque,São Paulo,SP
Mairiporã,São Paulo,SP
Manduri,São Paulo,SP
Marabá Paulista,São Paulo,SP
Maracaí,São Paulo,SP
Marapoama,São Paulo,SP
Mariápolis,São Paulo,SP
Marília,São Paulo,SP
Marinópolis,São Paulo,SP
Martinópolis,São Paulo,SP
Matão,São Paulo,SP
Mauá,São Paulo,SP
Mendonça,São Paulo,SP
Meridiano,São Paulo,SP
Mesópolis,São Paulo,SP
Miguelópolis,São Paulo,SP
Mineiros do Tietê,São Paulo,SP
Mira Estrela,São Paulo,SP
Miracatu,São Paulo,SP
Mirandópolis,São Paulo,SP
Mirante do Paranapanema,São Paulo,SP
Mirassol,São Paulo,SP
Mirassolândia,São Paulo,SP
Mococa,São Paulo,SP
Mogi das Cruzes,São Paulo,SP
Mogi Guaçu,São Paulo,SP
Mogi Mirim,São Paulo,SP
Mombuca,São Paulo,SP
Monções,São Paulo,SP
Mongaguá,São Paulo,SP
Monte Alegre do Sul,São Paulo,SP
Monte Alto,São Paulo,SP
Monte Aprazível,São Paulo,SP
Monte Azul Paulista,São Paulo,SP
Monte Castelo,São Paulo,SP
Monte Mor,São Paulo,SP
Monteiro Lobato,São Paulo,SP
Morro Agudo,São Paulo,SP
Morungaba,São Paulo,SP
Motuca,São Paulo,SP
Murutinga do Sul,São Paulo,SP
Nantes,São Paulo,SP
Narandiba,São Paulo,SP
Natividade da Serra,São Paulo,SP
Nazaré Paulista,São Paulo,SP
Neves Paulista,São Paulo,SP
Nhandeara,São Paulo,SP
Nipoã,São Paulo,SP
Nova Aliança,São Paulo,SP
Nova Campina,São Paulo,SP
Nova Canaã Paulista,São Paulo,SP
Nova Castilho,São Paulo,SP
Nova Europa,São Paulo,SP
Nova Granada,São Paulo,SP
Nova Guataporanga,São Paulo,SP
Nova Independência,São Paulo,SP
Nova Luzitânia,São Paulo,SP
Nova Odessa,São Paulo,SP
Novais,São Paulo,SP
Novo Horizonte,São Paulo,SP
Nuporanga,São Paulo,SP
Ocauçu,São Paulo,SP
Óleo,São Paulo,SP
Olímpia,São Paulo,SP
Onda Verde,São Paulo,SP
Oriente,São Paulo,SP
Orindiúva,São Paulo,SP
Orlândia,São Paulo,SP
Osasco,São Paulo,SP
Oscar Bressane,São Paulo,SP
Osvaldo Cruz,São Paulo,SP
Ourinhos,São Paulo,SP
Ouro Verde,São Paulo,SP
Ouroeste,São Paulo,SP
Pacaembu,São Paulo,SP
Palestina,São Paulo,SP
Palmares Paulista,São Paulo,SP
Palmeira d'Oeste,São Paulo,SP
Palmital,São Paulo,SP
Panorama,São Paulo,SP
Paraguaçu Paulista,São Paulo,SP
Paraibuna,São Paulo,SP
Paraíso,São Paulo,SP
Paranapanema,São Paulo,SP
Paranapuã,São Paulo,SP
Parapuã,São Paulo,SP
Pardinho,São Paulo,SP
Pariquera-Açu,São Paulo,SP
Parisi,São Paulo,SP
Patrocínio Paulista,São Paulo,SP
Paulicéia,São Paulo,SP
Paulínia,São Paulo,SP
Paulistânia,São Paulo,SP
Paulo de Faria,São Paulo,SP
Pederneiras,São Paulo,SP
Pedra Bela,São Paulo,SP
Pedranópolis,São Paulo,SP
Pedregulho,São Paulo,SP
Pedreira,São Paulo,SP
Pedrinhas Paulista,São Paulo,SP
Pedro de Toledo,São Paulo,SP
Penápolis,São Paulo,SP
Pereira Barreto,São Paulo,SP
Pereiras,São Paulo,SP
Peruíbe,São Paulo,SP
Piacatu,São Paulo,SP
Piedade,São Paulo,SP
Pilar do Sul,São Paulo,SP
Pindamonhangaba,São Paulo,SP
Pindorama,São Paulo,SP
Pinhalzinho,São Paulo,SP
Piquerobi,São Paulo,SP
Piquete,São Paulo,SP
Piracaia,São Paulo,SP
Piracicaba,São Paulo,SP
Piraju,São Paulo,SP
Pirajuí,São Paulo,SP
Pirangi,São Paulo,SP
Pirapora do Bom Jesus,São Paulo,SP
Pirapozinho,São Paulo,SP
Pirassununga,São Paulo,SP
Piratininga,São Paulo,SP
Pitangueiras,São Paulo,SP
Planalto,São Paulo,SP
Platina,São Paulo,SP
Poá,São Paulo,SP
Poloni,São Paulo,SP
Pompéia,São Paulo,SP
Pongaí,São Paulo,SP
Pontal,São Paulo,SP
Pontalinda,São Paulo,SP
Pontes Gestal,São Paulo,SP
Populina,São Paulo,SP
Porangaba,São Paulo,SP
Porto Feliz,São Paulo,SP
Porto Ferreira,São Paulo,SP
Potim,São Paulo,SP
Potirendaba,São Paulo,SP
Pracinha,São Paulo,SP
Pradópolis,São Paulo,SP
Praia Grande,São Paulo,SP
Pratânia,São Paulo,SP
Presidente Alves,São Paulo,SP
Presidente Bernardes,São Paulo,SP
Presidente Epitácio,São Paulo,SP
Presidente Prudente,São Paulo,SP
Presidente Venceslau,São Paulo,SP
Promissão,São Paulo,SP
Quadra,São Paulo,SP
Quatá,São Paulo,SP
Queiroz,São Paulo,SP
Queluz,São Paulo,SP
Quintana,São Paulo,SP
Rafard,São Paulo,SP
Rancharia,São Paulo,SP
Redenção da Serra,São Paulo,SP
Regente Feijó,São Paulo,SP
Reginópolis,São Paulo,SP
Registro,São Paulo,SP
Restinga,São Paulo,SP
Ribeira,São Paulo,SP
Ribeirão Bonito,São Paulo,SP
Ribeirão Branco,São Paulo,SP
Ribeirão Corrente,São Paulo,SP
Ribeirão do Sul,São Paulo,SP
Ribeirão dos Índios,São Paulo,SP
Ribeirão Grande,São Paulo,SP
Ribeirão Pires,São Paulo,SP
Ribeirão Preto,São Paulo,SP
Rifaina,São Paulo,SP
Rincão,São Paulo,SP
Rinópolis,São Paulo,SP
Rio Claro,São Paulo,SP
Rio das Pedras,São Paulo,SP
Rio Grande da Serra,São Paulo,SP
Riolândia,São Paulo,SP
Riversul,São Paulo,SP
Rosana,São Paulo,SP
Roseira,São Paulo,SP
Rubiácea,São Paulo,SP
Rubinéia,São Paulo,SP
Sabino,São Paulo,SP
Sagres,São Paulo,SP
Sales,São Paulo,SP
Sales Oliveira,São Paulo,SP
Salesópolis,São Paulo,SP
Salmourão,São Paulo,SP
Saltinho,São Paulo,SP
Salto,São Paulo,SP
Salto de Pirapora,São Paulo,SP
Salto Grande,São Paulo,SP
Sandovalina,São Paulo,SP
Santa Adélia,São Paulo,SP
Santa Albertina,São Paulo,SP
Santa Bárbara d'Oeste,São Paulo,SP
Santa Branca,São Paulo,SP
Santa Clara d'Oeste,São Paulo,SP
Santa Cruz da Conceição,São Paulo,SP
Santa Cruz da Esperança,São Paulo,SP
Santa Cruz das Palmeiras,São Paulo,SP
Santa Cruz do Rio Pardo,São Paulo,SP
Santa Ernestina,São Paulo,SP
Santa Fé do Sul,São Paulo,SP
Santa Gertrudes,São Paulo,SP
Santa Isabel,São Paulo,SP
Santa Lúcia,São Paulo,SP
Santa Maria da Serra,São Paulo,SP
Santa Mercedes,São Paulo,SP
Santa Rita d'Oeste,São Paulo,SP
Santa Rita do Passa Quatro,São Paulo,SP
Santa Rosa de Viterbo,São Paulo,SP
Santa Salete,São Paulo,SP
Santana da Ponte Pensa,São Paulo,SP
Santana de Parnaíba,São Paulo,SP
Santo Anastácio,São Paulo,SP
Santo André,São Paulo,SP
Santo Antônio da Alegria,São Paulo,SP
Santo Antônio de Posse,São Paulo,SP
Santo Antônio do Aracanguá,São Paulo,SP
Santo Antônio do Jardim,São Paulo,SP
Santo Antônio do Pinhal,São Paulo,SP
Santo Expedito,São Paulo,SP
Santópolis do Aguapeí,São Paulo,SP
Santos,São Paulo,SP
São Bento do Sapucaí,São Paulo,SP
São Bernardo do Campo,São Paulo,SP
São Caetano do Sul,São Paulo,SP
São Carlos,São Paulo,SP
São Francisco,São Paulo,SP
São João da Boa Vista,São Paulo,SP
São João das Duas Pontes,São Paulo,SP
São João de Iracema,São Paulo,SP
São João do Pau d'Alho,São Paulo,SP
São Joaquim da Barra,São Paulo,SP
São José da Bela Vista,São Paulo,SP
São José do Barreiro,São Paulo,SP
São José do Rio Pardo,São Paulo,SP
São José do Rio Preto,São Paulo,SP
São José dos Campos,São Paulo,SP
São Lourenço da Serra,São Paulo,SP
São Luiz do Paraitinga,São Paulo,SP
São Manuel,São Paulo,SP
São Miguel Arcanjo,São Paulo,SP
São Paulo,São Paulo,SP
São Pedro,São Paulo,SP
São Pedro do Turvo,São Paulo,SP
São Roque,São Paulo,SP
São Sebastião,São Paulo,SP
São Sebastião da Grama,São Paulo,SP
São Simão,São Paulo,SP
São Vicente,São Paulo,SP
Sarapuí,São Paulo,SP
Sarutaiá,São Paulo,SP
Sebastianópolis do Sul,São Paulo,SP
Serra Azul,São Paulo,SP
Serra Negra,São Paulo,SP
Serrana,São Paulo,SP
Sertãozinho,São Paulo,SP
Sete Barras,São Paulo,SP
Severínia,São Paulo,SP
Silveiras,São Paulo,SP
Socorro,São Paulo,SP
Sorocaba,São Paulo,SP
Sud Mennucci,São Paulo,SP
Sumaré,São Paulo,SP
Suzanápolis,São Paulo,SP
Suzano,São Paulo,SP
Tabapuã,São Paulo,SP
Tabatinga,São Paulo,SP
Taboão da Serra,São Paulo,SP
Taciba,São Paulo,SP
Taguaí,São Paulo,SP
Taiaçu,São Paulo,SP
Taiúva,São Paulo,SP
Tambaú,São Paulo,SP
Tanabi,São Paulo,SP
Tapiraí,São Paulo,SP
Tapiratiba,São Paulo,SP
Taquaral,São Paulo,SP
Taquaritinga,São Paulo,SP
Taquarituba,São Paulo,SP
Taquarivaí,São Paulo,SP
Tarabai,São Paulo,SP
Tarumã,São Paulo,SP
Tatuí,São Paulo,SP
Taubaté,São Paulo,SP
Tejupá,São Paulo,SP
Teodoro Sampaio,São Paulo,SP
Terra Roxa,São Paulo,SP
Tietê,São Paulo,SP
Timburi,São Paulo,SP
Torre de Pedra,São Paulo,SP
Torrinha,São Paulo,SP
Trabiju,São Paulo,SP
Tremembé,São Paulo,SP
Três Fronteiras,São Paulo,SP
Tuiuti,São Paulo,SP
Tupã,São Paulo,SP
Tupi Paulista,São Paulo,SP
Turiúba,São Paulo,SP
Turmalina,São Paulo,SP
Ubarana,São Paulo,SP
Ubatuba,São Paulo,SP
Ubirajara,São Paulo,SP
Uchoa,São Paulo,SP
União Paulista,São Paulo,SP
Urânia,São Paulo,SP
Uru,São Paulo,SP
Urupês,São Paulo,SP
Valentim Gentil,São Paulo,SP
Valinhos,São Paulo,SP
Valparaíso,São Paulo,SP
Vargem,São Paulo,SP
Vargem Grande do Sul,São Paulo,SP
Vargem Grande Paulista,São Paulo,SP
Várzea Paulista,São Paulo,SP
Vera Cruz,São Paulo,SP
Vinhedo,São Paulo,SP
Viradouro,São Paulo,SP
Vista Alegre do Alto,São Paulo,SP
Vitória Brasil,São Paulo,SP
Votorantim,São Paulo,SP
Votuporanga,São Paulo,SP
Zacarias,São Paulo,SP
