Cidade,Estado,Sigla
Centenário do Sul,Paraná,PR
Cerro Azul,Paraná,PR
Céu Azul,Paraná,PR
Chopinzinho,Paraná,PR
Cianorte,Paraná,PR
Cidade Gaúcha,Paraná,PR
Clevelândia,Paraná,PR
Colombo,Paraná,PR
Colorado,Paraná,PR
Congonhinhas,Paraná,PR
Conselheiro Mairinck,Paraná,PR
Contenda,Paraná,PR
Corbélia,Paraná,PR
Cornélio Procópio,Paraná,PR
Coronel Domingos Soares,Paraná,PR
Coronel Vivida,Paraná,PR
Corumbataí do Sul,Paraná,PR
Cruz Machado,Paraná,PR
Cruzeiro do Iguaçu,Paraná,PR
Cruzeiro do Oeste,Paraná,PR
Cruzeiro do Sul,Paraná,PR
Cruzmaltina,Paraná,PR
Curitiba,Paraná,PR
Curiúva,Paraná,PR
Diamante D'Oeste,Paraná,PR
Diamante do Norte,Paraná,PR
Diamante do Sul,Paraná,PR
Dois Vizinhos,Paraná,PR
Douradina,Paraná,PR
Doutor Camargo,Paraná,PR
Doutor Ulysses,Paraná,PR
Enéas Marques,Paraná,PR
Engenheiro Beltrão,Paraná,PR
Entre Rios do Oeste,Paraná,PR
Esperança Nova,Paraná,PR
Espigão Alto do Iguaçu,Paraná,PR
Farol,Paraná,PR
Faxinal,Paraná,PR
Fazenda Rio Grande,Paraná,PR
Fênix,Paraná,PR
Fernandes Pinheiro,Paraná,PR
Figueira,Paraná,PR
Flor da Serra do Sul,Paraná,PR
Floraí,Paraná,PR
Floresta,Paraná,PR
Florestópolis,Paraná,PR
Flórida,Paraná,PR
Formosa do Oeste,Paraná,PR
Foz do Iguaçu,Paraná,PR
Foz do Jordão,Paraná,PR
Francisco Alves,Paraná,PR
Francisco Beltrão,Paraná,PR
General Carneiro,Paraná,PR
Godoy Moreira,Paraná,PR
Goioerê,Paraná,PR
Goioxim,Paraná,PR
Grandes Rios,Paraná,PR
Guaíra,Paraná,PR
Guairaçá,Paraná,PR
Guamiranga,Paraná,PR
Guapirama,Paraná,PR
Guaporema,Paraná,PR
Guaraci,Paraná,PR
Guaraniaçu,Paraná,PR
Guarapuava,Paraná,PR
Guaraqueçaba,Paraná,PR
Guaratuba,Paraná,PR
Honório Serpa,Paraná,PR
Ibaiti,Paraná,PR
Ibema,Paraná,PR
Ibiporã,Paraná,PR
Icaraíma,Paraná,PR
Iguaraçu,Paraná,PR
Iguatu,Paraná,PR
Imbaú,Paraná,PR
Imbituva,Paraná,PR
Inácio Martins,Paraná,PR
Inajá,Paraná,PR
Indianópolis,Paraná,PR
Ipiranga,Paraná,PR
Iporã,Paraná,PR
Iracema do Oeste,Paraná,PR
Irati,Paraná,PR
Iretama,Paraná,PR
Itaguajé,Paraná,PR
Itaipulândia,Paraná,PR
Itambaracá,Paraná,PR
Itambé,Paraná,PR
Itapejara d'Oeste,Paraná,PR
Itaperuçu,Paraná,PR
Itaúna do Sul,Paraná,PR
Ivaí,Paraná,PR
Ivaiporã,Paraná,PR
Ivaté,Paraná,PR
Ivatuba,Paraná,PR
Jaboti,Paraná,PR
Jacarezinho,Paraná,PR
Jaguapitã,Paraná,PR
Jaguariaíva,Paraná,PR
Jandaia do Sul,Paraná,PR
Janiópolis,Paraná,PR
Japira,Paraná,PR
Japurá,Paraná,PR
Jardim Alegre,Paraná,PR
Jardim Olinda,Paraná,PR
Jataizinho,Paraná,PR
Jesuítas,Paraná,PR
Joaquim Távora,Paraná,PR
Jundiaí do Sul,Paraná,PR
Juranda,Paraná,PR
Jussara,Paraná,PR
Kaloré,Paraná,PR
Lapa,Paraná,PR
Laranjal,Paraná,PR
Laranjeiras do Sul,Paraná,PR
Leópolis,Paraná,PR
Lidianópolis,Paraná,PR
Lindoeste,Paraná,PR
Loanda,Paraná,PR
Lobato,Paraná,PR
Londrina,Paraná,PR
Luiziana,Paraná,PR
Lunardelli,Paraná,PR
Lupionópolis,Paraná,PR
Mallet,Paraná,PR
Mamborê,Paraná,PR
Mandaguaçu,Paraná,PR
Mandaguari,Paraná,PR
Mandirituba,Paraná,PR
Manfrinópolis,Paraná,PR
Mangueirinha,Paraná,PR
Manoel Ribas,Paraná,PR
Marechal Cândido Rondon,Paraná,PR
Maria Helena,Paraná,PR
Marialva,Paraná,PR
Marilândia do Sul,Paraná,PR
Marilena,Paraná,PR
Mariluz,Paraná,PR
Maringá,Paraná,PR
Mariópolis,Paraná,PR
Maripá,Paraná,PR
Marmeleiro,Paraná,PR
Marquinho,Paraná,PR
Marumbi,Paraná,PR
Matelândia,Paraná,PR
Matinhos,Paraná,PR
Mato Rico,Paraná,PR
Mauá da Serra,Paraná,PR
Medianeira,Paraná,PR
Mercedes,Paraná,PR
Mirador,Paraná,PR
Miraselva,Paraná,PR
Missal,Paraná,PR
Moreira Sales,Paraná,PR
Morretes,Paraná,PR
Munhoz de Melo,Paraná,PR
Nossa Senhora das Graças,Paraná,PR
Nova Aliança do Ivaí,Paraná,PR
Nova América da Colina,Paraná,PR
Nova Aurora,Paraná,PR
Nova Cantu,Paraná,PR
Nova Esperança,Paraná,PR
Nova Esperança do Sudoeste,Paraná,PR
Nova Fátima,Paraná,PR
Nova Laranjeiras,Paraná,PR
Nova Londrina,Paraná,PR
Nova Olímpia,Paraná,PR
Nova Prata do Iguaçu,Paraná,PR
Nova Santa Bárbara,Paraná,PR
Nova Santa Rosa,Paraná,PR
Nova Tebas,Paraná,PR
Novo Itacolomi,Paraná,PR
Ortigueira,Paraná,PR
Ourizona,Paraná,PR
Ouro Verde do Oeste,Paraná,PR
Paiçandu,Paraná,PR
Palmas,Paraná,PR
Palmeira,Paraná,PR
Palmital,Paraná,PR
Palotina,Paraná,PR
Paraíso do Norte,Paraná,PR
Paranacity,Paraná,PR
Paranaguá,Paraná,PR
Paranapoema,Paraná,PR
Paranavaí,Paraná,PR
Pato Bragado,Paraná,PR
Pato Branco,Paraná,PR
Paula Freitas,Paraná,PR
Paulo Frontin,Paraná,PR
Peabiru,Paraná,PR
Perobal,Paraná,PR
Pérola,Paraná,PR
Pérola d'Oeste,Paraná,PR
Piên,Paraná,PR
Pinhais,Paraná,PR
Pinhal de São Bento,Paraná,PR
Pinhalão,Paraná,PR
Pinhão,Paraná,PR
Piraí do Sul,Paraná,PR
Piraquara,Paraná,PR
Pitanga,Paraná,PR
Pitangueiras,Paraná,PR
Planaltina do Paraná,Paraná,PR
Planalto,Paraná,PR
Ponta Grossa,Paraná,PR
Pontal do Paraná,Paraná,PR
Porecatu,Paraná,PR
Porto Amazonas,Paraná,PR
Porto Barreiro,Paraná,PR
Porto Rico,Paraná,PR
Porto Vitória,Paraná,PR
Prado Ferreira,Paraná,PR
Pranchita,Paraná,PR
Presidente Castelo Branco,Paraná,PR
Primeiro de Maio,Paraná,PR
Prudentópolis,Paraná,PR
Quarto Centenário,Paraná,PR
Quatiguá,Paraná,PR
Quatro Barras,Paraná,PR
Quatro Pontes,Paraná,PR
Quedas do Iguaçu,Paraná,PR
Querência do Norte,Paraná,PR
Quinta do Sol,Paraná,PR
Quitandinha,Paraná,PR
Ramilândia,Paraná,PR
Rancho Alegre,Paraná,PR
Rancho Alegre D'Oeste,Paraná,PR
Realeza,Paraná,PR
Rebouças,Paraná,PR
Renascença,Paraná,PR
Reserva,Paraná,PR
Reserva do Iguaçu,Paraná,PR
Ribeirão Claro,Paraná,PR
Ribeirão do Pinhal,Paraná,PR
Rio Azul,Paraná,PR
Rio Bom,Paraná,PR
Rio Bonito do Iguaçu,Paraná,PR
Rio Branco do Ivaí,Paraná,PR
Rio Branco do Sul,Paraná,PR
Rio Negro,Paraná,PR
Rolândia,Paraná,PR
Roncador,Paraná,PR
Rondon,Paraná,PR
Rosário do Ivaí,Paraná,PR
Sabáudia,Paraná,PR
Salgado Filho,Paraná,PR
Salto do Itararé,Paraná,PR
Salto do Lontra,Paraná,PR
Santa Amélia,Paraná,PR
Santa Cecília do Pavão,Paraná,PR
Santa Cruz de Monte Castelo,Paraná,PR
Santa Fé,Paraná,PR
Santa Helena,Paraná,PR
Santa Inês,Paraná,PR
Santa Isabel do Ivaí,Paraná,PR
Santa Izabel do Oeste,Paraná,PR
Santa Lúcia,Paraná,PR
Santa Maria do Oeste,Paraná,PR
Santa Mariana,Paraná,PR
Santa Mônica,Paraná,PR
Santa Tereza do Oeste,Paraná,PR
Santa Terezinha de Itaipu,Paraná,PR
Santana do Itararé,Paraná,PR
Santo Antônio da Platina,Paraná,PR
Santo Antônio do Caiuá,Paraná,PR
Santo Antônio do Paraíso,Paraná,PR
Santo Antônio do Sudoeste,Paraná,PR
Santo Inácio,Paraná,PR
São Carlos do Ivaí,Paraná,PR
São Jerônimo da Serra,Paraná,PR
São João,Paraná,PR
São João do Caiuá,Paraná,PR
São João do Ivaí,Paraná,PR
São João do Triunfo,Paraná,PR
São Jorge d'Oeste,Paraná,PR
São Jorge do Ivaí,Paraná,PR
São Jorge do Patrocínio,Paraná,PR
São José da Boa Vista,Paraná,PR
São José das Palmeiras,Paraná,PR
São José dos Pinhais,Paraná,PR
São Manoel do Paraná,Paraná,PR
São Mateus do Sul,Paraná,PR
São Miguel do Iguaçu,Paraná,PR
São Pedro do Iguaçu,Paraná,PR
São Pedro do Ivaí,Paraná,PR
São Pedro do Paraná,Paraná,PR
São Sebastião da Amoreira,Paraná,PR
São Tomé,Paraná,PR
Sapopema,Paraná,PR
Sarandi,Paraná,PR
Saudade do Iguaçu,Paraná,PR
Sengés,Paraná,PR
Serranópolis do Iguaçu,Paraná,PR
Sertaneja,Paraná,PR
Sertanópolis,Paraná,PR
Siqueira Campos,Paraná,PR
Sulina,Paraná,PR
Tamarana,Paraná,PR
Tamboara,Paraná,PR
Tapejara,Paraná,PR
Tapira,Paraná,PR
Teixeira Soares,Paraná,PR
Telêmaco Borba,Paraná,PR
Terra Boa,Paraná,PR
Terra Rica,Paraná,PR
Terra Roxa,Paraná,PR
Tibagi,Paraná,PR
Tijucas do Sul,Paraná,PR
Toledo,Paraná,PR
Tomazina,Paraná,PR
Três Barras do Paraná,Paraná,PR
Tunas do Paraná,Paraná,PR
Tuneiras do Oeste,Paraná,PR
Tupãssi,Paraná,PR
Turvo,Paraná,PR
Ubiratã,Paraná,PR
Umuarama,Paraná,PR
União da Vitória,Paraná,PR
Uniflor,Paraná,PR
Uraí,Paraná,PR
Ventania,Paraná,PR
Vera Cruz do Oeste,Paraná,PR
Verê,Paraná,PR
Virmond,Paraná,PR
Vitorino,Paraná,PR
Wenceslau Braz,Paraná,PR
Xambrê,Paraná,PR
